"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.24373488,0.24373488,0.24373488,0.29453683,0.52930074,0.29453683,tacinga_funalis,"maxnet",1,1,5,10,-0.126438018388841,0.653417937920605,0.44,NA,0.88,1.86879965655255,0,0.2,0.142857142857143,"spec_sens",0.333333333333333,0.384615384615385,1,1,0.2,0.8,0,0.466666666666667,0.142857142857143,0.555555555555556,0.384615384615385
