"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.36806244,0.20682019,0.01008392,0.36806244,0.2668143,0.04097697,tacinga_funalis,"glm",1,3,5,10,0.155927020081858,0.57894614322163,0.56,NA,1.12,1.59995922478161,0,0.3,0.285714285714286,"spec_sens",0.333333333333333,0.444444444444444,0.833333333333333,0.8,0.5,0.5,0.2,0.6,0.25,0.571428571428571,0.4
