"","kappa","spec_sens","no_omission","prevalence","equal_sens_spec","sensitivity","species_name","algorithm","run","partition","presencenb","absencenb","correlation","pvaluecor","AUC","AUC_pval","AUCratio","pROC","pROC_pval","TSSmax","KAPPAmax","dismo_threshold","prevalence.value","PPP","NPP","TPR","TNR","FPR","FNR","CCR","Kappa","F_score","Jaccard"
"thresholds",0.33323333,0.33323333,-1e-04,0.33333333,0.11101111,0.11101111,tacinga_funalis,"bioclim",1,1,5,10,0.106600358177805,0.705338238160264,0.48,NA,0.96,1.99890642087174,0,0.2,0.25,"spec_sens",0.333333333333333,1,0.714285714285714,0.2,1,0,0.8,0.733333333333333,0.25,0.333333333333333,0.2
