"species_name","original_predictors","select_variables","original.n","original.n.back","buffer_type","dist_buf","seed","res.x","res.y","clean_dupl","clean_nas","clean_uni","geo_filt","geo_filt_dist","models_dir","partition","boot_proportion","boot_n","cv_partitions","cv_n","selected_predictors","final.n","final.n.back"
"tacinga_funalis","wc2.1_10m_bio_1-wc2.1_10m_bio_10-wc2.1_10m_bio_11-wc2.1_10m_bio_12-wc2.1_10m_bio_13-wc2.1_10m_bio_14-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_17-wc2.1_10m_bio_18-wc2.1_10m_bio_19-wc2.1_10m_bio_2-wc2.1_10m_bio_3-wc2.1_10m_bio_4-wc2.1_10m_bio_5-wc2.1_10m_bio_6-wc2.1_10m_bio_7-wc2.1_10m_bio_8-wc2.1_10m_bio_9",TRUE,27,30,"mean",NA,512,0.166666666668,0.166666666668085,TRUE,TRUE,TRUE,FALSE,10,"./resultados","crossvalidation",0.7,1,3,1,"wc2.1_10m_bio_10-wc2.1_10m_bio_15-wc2.1_10m_bio_16-wc2.1_10m_bio_18-wc2.1_10m_bio_19-wc2.1_10m_bio_2-wc2.1_10m_bio_3",14,30
